
0it [00:00, ?it/s]
1it [00:04,  4.30s/it, bound:0 nc:  1 ncall:4.0e+02 eff:0.2% logz=-15.50+/-0.18 dlogz:inf>0.1]
25it [00:04,  7.93it/s, bound:0 nc:  2 ncall:4.6e+02 eff:5.4% logz=0.42+/-0.13 dlogz:49.903>0.1]
47it [00:04, 17.20it/s, bound:0 nc:  2 ncall:5.2e+02 eff:9.0% logz=2.58+/-0.12 dlogz:47.655>0.1]
71it [00:04, 30.25it/s, bound:0 nc:  1 ncall:5.8e+02 eff:12.2% logz=5.17+/-0.12 dlogz:45.031>0.1]
91it [00:04, 43.12it/s, bound:0 nc:  1 ncall:6.5e+02 eff:14.1% logz=7.37+/-0.12 dlogz:42.762>0.1]
111it [00:04, 56.75it/s, bound:0 nc:  2 ncall:7.3e+02 eff:15.3% logz=9.46+/-0.12 dlogz:40.622>0.1]
134it [00:04, 76.97it/s, bound:0 nc:  5 ncall:7.9e+02 eff:16.9% logz=11.71+/-0.12 dlogz:38.359>0.1]
153it [00:05, 87.70it/s, bound:0 nc:  2 ncall:8.8e+02 eff:17.4% logz=13.65+/-0.12 dlogz:36.338>0.1]
171it [00:05, 94.02it/s, bound:0 nc:  2 ncall:9.8e+02 eff:17.5% logz=15.37+/-0.12 dlogz:34.562>0.1]
187it [00:05, 101.53it/s, bound:0 nc:  9 ncall:1.0e+03 eff:17.8% logz=16.80+/-0.12 dlogz:33.070>0.1]
202it [00:05, 102.64it/s, bound:0 nc:  4 ncall:1.1e+03 eff:18.0% logz=17.85+/-0.12 dlogz:31.985>0.1]
220it [00:05, 118.34it/s, bound:0 nc:  7 ncall:1.2e+03 eff:18.6% logz=19.39+/-0.12 dlogz:30.402>0.1]
235it [00:05, 125.04it/s, bound:0 nc:  3 ncall:1.2e+03 eff:18.9% logz=20.61+/-0.12 dlogz:29.133>0.1]
250it [00:05, 116.58it/s, bound:0 nc:  2 ncall:1.3e+03 eff:18.8% logz=21.70+/-0.12 dlogz:28.012>0.1]
264it [00:06, 114.72it/s, bound:0 nc: 11 ncall:1.4e+03 eff:18.9% logz=22.80+/-0.12 dlogz:26.881>0.1]
277it [00:06, 117.84it/s, bound:0 nc:  8 ncall:1.4e+03 eff:19.2% logz=23.76+/-0.12 dlogz:25.884>0.1]
294it [00:06, 130.96it/s, bound:0 nc:  3 ncall:1.5e+03 eff:19.4% logz=24.77+/-0.12 dlogz:24.811>0.1]
308it [00:06, 119.95it/s, bound:0 nc:  5 ncall:1.6e+03 eff:19.0% logz=25.57+/-0.12 dlogz:23.987>0.1]
321it [00:06, 122.34it/s, bound:0 nc: 12 ncall:1.7e+03 eff:19.0% logz=26.32+/-0.12 dlogz:23.188>0.1]
337it [00:06, 127.50it/s, bound:0 nc: 12 ncall:1.8e+03 eff:19.1% logz=27.16+/-0.12 dlogz:22.313>0.1]
351it [00:06, 118.70it/s, bound:0 nc:  1 ncall:1.9e+03 eff:18.8% logz=27.79+/-0.12 dlogz:21.636>0.1]
364it [00:06, 115.84it/s, bound:0 nc: 16 ncall:1.9e+03 eff:18.7% logz=28.37+/-0.12 dlogz:21.028>0.1]
376it [00:06, 100.86it/s, bound:0 nc:  1 ncall:2.0e+03 eff:18.6% logz=28.89+/-0.12 dlogz:20.472>0.1]
391it [00:07, 108.41it/s, bound:0 nc: 15 ncall:2.1e+03 eff:18.7% logz=29.67+/-0.12 dlogz:19.675>0.1]
403it [00:07, 102.23it/s, bound:0 nc:  7 ncall:2.2e+03 eff:18.6% logz=30.38+/-0.12 dlogz:18.934>0.1]
414it [00:07, 103.86it/s, bound:0 nc:  5 ncall:2.2e+03 eff:18.6% logz=30.92+/-0.12 dlogz:18.350>0.1]
425it [00:07, 94.28it/s, bound:0 nc:  2 ncall:2.3e+03 eff:18.2% logz=31.42+/-0.12 dlogz:17.817>0.1] 
435it [00:07, 85.25it/s, bound:0 nc: 22 ncall:2.4e+03 eff:17.9% logz=31.80+/-0.12 dlogz:17.408>0.1]
447it [00:07, 92.82it/s, bound:0 nc:  2 ncall:2.5e+03 eff:17.9% logz=32.23+/-0.12 dlogz:16.947>0.1]
457it [00:07, 73.88it/s, bound:0 nc:  3 ncall:2.7e+03 eff:17.2% logz=32.62+/-0.12 dlogz:16.537>0.1]
466it [00:08, 71.40it/s, bound:0 nc:  4 ncall:2.7e+03 eff:17.0% logz=32.97+/-0.12 dlogz:16.168>0.1]
475it [00:08, 73.72it/s, bound:0 nc:  8 ncall:2.8e+03 eff:16.9% logz=33.28+/-0.12 dlogz:15.827>0.1]
483it [00:08, 74.22it/s, bound:0 nc:  1 ncall:2.9e+03 eff:16.7% logz=33.56+/-0.12 dlogz:15.524>0.1]
491it [00:08, 70.17it/s, bound:0 nc:  1 ncall:3.0e+03 eff:16.5% logz=33.82+/-0.12 dlogz:15.242>0.1]
499it [00:08, 68.54it/s, bound:0 nc: 12 ncall:3.0e+03 eff:16.4% logz=34.08+/-0.12 dlogz:14.968>0.1]
509it [00:08, 74.45it/s, bound:0 nc: 11 ncall:3.1e+03 eff:16.4% logz=34.38+/-0.12 dlogz:14.636>0.1]
517it [00:08, 72.10it/s, bound:0 nc: 20 ncall:3.2e+03 eff:16.2% logz=34.59+/-0.12 dlogz:14.401>0.1]
525it [00:08, 72.62it/s, bound:0 nc:  1 ncall:3.3e+03 eff:16.1% logz=34.81+/-0.12 dlogz:14.164>0.1]
533it [00:09, 63.78it/s, bound:0 nc:  7 ncall:3.4e+03 eff:15.9% logz=35.02+/-0.12 dlogz:13.930>0.1]
540it [00:09, 64.79it/s, bound:0 nc: 19 ncall:3.4e+03 eff:15.8% logz=35.19+/-0.12 dlogz:13.744>0.1]
547it [00:09, 62.38it/s, bound:0 nc:  1 ncall:3.5e+03 eff:15.7% logz=35.37+/-0.12 dlogz:13.552>0.1]
555it [00:09, 64.12it/s, bound:0 nc: 19 ncall:3.6e+03 eff:15.6% logz=35.57+/-0.12 dlogz:13.330>0.1]
562it [00:09, 51.05it/s, bound:0 nc: 24 ncall:3.7e+03 eff:15.2% logz=35.73+/-0.12 dlogz:13.147>0.1]
