
0it [00:00, ?it/s]
1it [00:06,  6.99s/it, bound:0 nc:  2 ncall:4.0e+02 eff:0.2% logz=9.67+/-0.18 dlogz:inf>0.1]
11it [00:07,  2.14it/s, bound:0 nc:  2 ncall:4.3e+02 eff:2.6% logz=14.27+/-0.14 dlogz:42.324>0.1]
26it [00:07,  6.23it/s, bound:0 nc:  2 ncall:4.6e+02 eff:5.6% logz=17.07+/-0.13 dlogz:39.428>0.1]
40it [00:07, 11.26it/s, bound:0 nc:  3 ncall:4.9e+02 eff:8.1% logz=19.57+/-0.13 dlogz:36.822>0.1]
51it [00:07, 15.92it/s, bound:0 nc:  1 ncall:5.3e+02 eff:9.6% logz=21.17+/-0.13 dlogz:35.158>0.1]
61it [00:07, 20.68it/s, bound:0 nc:  2 ncall:5.8e+02 eff:10.6% logz=22.07+/-0.12 dlogz:34.192>0.1]
73it [00:07, 28.79it/s, bound:0 nc:  6 ncall:6.1e+02 eff:12.0% logz=22.78+/-0.11 dlogz:33.431>0.1]
83it [00:07, 35.10it/s, bound:0 nc:  1 ncall:6.4e+02 eff:13.1% logz=23.28+/-0.11 dlogz:32.901>0.1]
93it [00:07, 42.09it/s, bound:0 nc:  8 ncall:6.6e+02 eff:14.0% logz=23.75+/-0.11 dlogz:32.397>0.1]
102it [00:08, 48.36it/s, bound:0 nc:  5 ncall:6.9e+02 eff:14.7% logz=24.16+/-0.11 dlogz:31.974>0.1]
111it [00:08, 53.19it/s, bound:0 nc:  6 ncall:7.3e+02 eff:15.3% logz=24.60+/-0.11 dlogz:31.517>0.1]
122it [00:08, 62.56it/s, bound:0 nc:  6 ncall:7.6e+02 eff:16.1% logz=25.22+/-0.11 dlogz:30.869>0.1]
132it [00:08, 68.83it/s, bound:0 nc:  3 ncall:7.9e+02 eff:16.8% logz=25.74+/-0.11 dlogz:30.317>0.1]
143it [00:08, 75.68it/s, bound:0 nc:  4 ncall:8.2e+02 eff:17.5% logz=26.34+/-0.11 dlogz:29.689>0.1]
152it [00:08, 68.90it/s, bound:0 nc:  3 ncall:8.6e+02 eff:17.6% logz=26.79+/-0.11 dlogz:29.214>0.1]
160it [00:08, 60.58it/s, bound:0 nc:  2 ncall:9.1e+02 eff:17.6% logz=27.20+/-0.11 dlogz:28.782>0.1]
169it [00:09, 63.32it/s, bound:0 nc: 11 ncall:9.5e+02 eff:17.8% logz=27.65+/-0.11 dlogz:28.335>0.1]
176it [00:09, 64.15it/s, bound:0 nc:  4 ncall:9.8e+02 eff:18.0% logz=27.98+/-0.11 dlogz:27.985>0.1]
186it [00:09, 71.80it/s, bound:0 nc:  1 ncall:1.0e+03 eff:18.5% logz=28.51+/-0.11 dlogz:27.444>0.1]
194it [00:09, 58.87it/s, bound:0 nc:  5 ncall:1.1e+03 eff:18.2% logz=28.96+/-0.11 dlogz:26.968>0.1]
201it [00:09, 57.84it/s, bound:0 nc:  1 ncall:1.1e+03 eff:18.3% logz=29.34+/-0.11 dlogz:26.574>0.1]
208it [00:09, 59.68it/s, bound:0 nc:  1 ncall:1.1e+03 eff:18.5% logz=29.73+/-0.11 dlogz:26.171>0.1]
215it [00:09, 56.25it/s, bound:0 nc:  1 ncall:1.2e+03 eff:18.4% logz=30.08+/-0.11 dlogz:25.797>0.1]
223it [00:09, 60.04it/s, bound:0 nc:  6 ncall:1.2e+03 eff:18.6% logz=30.47+/-0.11 dlogz:25.379>0.1]
230it [00:10, 56.86it/s, bound:0 nc:  3 ncall:1.2e+03 eff:18.6% logz=30.80+/-0.11 dlogz:25.033>0.1]
