
0it [00:00, ?it/s]
1it [01:04, 64.12s/it, bound:0 nc:  1 ncall:4.0e+02 eff:0.2% logz=-591.18+/-0.18 dlogz:inf>0.1]
4it [01:04, 12.18s/it, bound:0 nc:  2 ncall:4.1e+02 eff:1.0% logz=-226.82+/-0.18 dlogz:411.638>0.1]
7it [01:04,  5.67s/it, bound:0 nc:  1 ncall:4.1e+02 eff:1.7% logz=-189.84+/-0.17 dlogz:254.843>0.1]
9it [01:04,  3.78s/it, bound:0 nc:  4 ncall:4.2e+02 eff:2.2% logz=-160.33+/-0.18 dlogz:230.086>0.1]
12it [01:04,  2.22s/it, bound:0 nc:  3 ncall:4.2e+02 eff:2.9% logz=-137.55+/-0.18 dlogz:203.932>0.1]
15it [01:05,  1.41s/it, bound:0 nc:  3 ncall:4.3e+02 eff:3.5% logz=-113.13+/-0.17 dlogz:177.841>0.1]
17it [01:05,  1.07s/it, bound:0 nc:  5 ncall:4.4e+02 eff:3.9% logz=-107.88+/-0.18 dlogz:174.410>0.1]
19it [01:05,  1.22it/s, bound:0 nc:  4 ncall:4.4e+02 eff:4.3% logz=-102.15+/-0.18 dlogz:169.526>0.1]
21it [01:05,  1.64it/s, bound:0 nc:  5 ncall:4.5e+02 eff:4.7% logz=-97.77+/-0.17 dlogz:162.989>0.1] 
23it [01:05,  2.12it/s, bound:0 nc:  4 ncall:4.6e+02 eff:5.0% logz=-93.97+/-0.18 dlogz:159.474>0.1]
25it [01:06,  2.68it/s, bound:0 nc:  7 ncall:4.7e+02 eff:5.4% logz=-91.28+/-0.17 dlogz:155.956>0.1]
30it [01:06,  4.97it/s, bound:0 nc:  2 ncall:4.7e+02 eff:6.4% logz=-84.34+/-0.17 dlogz:149.201>0.1]
32it [01:06,  5.72it/s, bound:0 nc:  3 ncall:4.8e+02 eff:6.7% logz=-80.96+/-0.17 dlogz:145.991>0.1]
34it [01:06,  5.89it/s, bound:0 nc:  8 ncall:4.9e+02 eff:7.0% logz=-78.10+/-0.16 dlogz:142.106>0.1]
36it [01:06,  6.91it/s, bound:0 nc:  7 ncall:5.0e+02 eff:7.3% logz=-75.42+/-0.17 dlogz:140.589>0.1]
38it [01:07,  6.51it/s, bound:0 nc:  2 ncall:5.0e+02 eff:7.6% logz=-71.63+/-0.17 dlogz:136.231>0.1]
42it [01:07,  9.76it/s, bound:0 nc:  1 ncall:5.1e+02 eff:8.3% logz=-67.11+/-0.16 dlogz:130.889>0.1]
45it [01:07, 11.58it/s, bound:0 nc:  2 ncall:5.1e+02 eff:8.8% logz=-65.45+/-0.15 dlogz:128.992>0.1]
48it [01:07, 10.95it/s, bound:0 nc:  7 ncall:5.2e+02 eff:9.2% logz=-63.57+/-0.15 dlogz:127.077>0.1]
50it [01:08, 11.10it/s, bound:0 nc:  2 ncall:5.3e+02 eff:9.5% logz=-61.10+/-0.16 dlogz:125.307>0.1]
53it [01:08, 12.91it/s, bound:0 nc:  1 ncall:5.3e+02 eff:10.0% logz=-56.49+/-0.16 dlogz:120.107>0.1]
55it [01:08, 12.56it/s, bound:0 nc:  3 ncall:5.4e+02 eff:10.2% logz=-55.55+/-0.15 dlogz:118.983>0.1]
58it [01:08, 13.38it/s, bound:0 nc:  1 ncall:5.4e+02 eff:10.7% logz=-52.57+/-0.17 dlogz:116.913>0.1]
60it [01:08, 13.84it/s, bound:0 nc:  4 ncall:5.5e+02 eff:11.0% logz=-50.79+/-0.16 dlogz:114.451>0.1]
63it [01:08, 15.52it/s, bound:0 nc:  1 ncall:5.5e+02 eff:11.4% logz=-48.41+/-0.16 dlogz:112.126>0.1]
66it [01:09, 16.29it/s, bound:0 nc:  2 ncall:5.6e+02 eff:11.9% logz=-46.35+/-0.15 dlogz:109.775>0.1]
68it [01:09, 12.19it/s, bound:0 nc:  5 ncall:5.7e+02 eff:12.0% logz=-45.31+/-0.15 dlogz:108.753>0.1]
70it [01:09, 12.10it/s, bound:0 nc:  5 ncall:5.8e+02 eff:12.2% logz=-44.54+/-0.15 dlogz:107.884>0.1]
