
0it [00:00, ?it/s]
1it [01:14, 74.88s/it, bound:0 nc:  1 ncall:4.0e+02 eff:0.2% logz=-589.88+/-0.18 dlogz:inf>0.1]
3it [01:15, 19.49s/it, bound:0 nc:  8 ncall:4.1e+02 eff:0.7% logz=-500.64+/-0.18 dlogz:628.282>0.1]
4it [01:15, 12.79s/it, bound:0 nc:  6 ncall:4.2e+02 eff:1.0% logz=-417.30+/-0.18 dlogz:564.897>0.1]
6it [01:15,  6.46s/it, bound:0 nc:  2 ncall:4.2e+02 eff:1.4% logz=-331.06+/-0.18 dlogz:415.874>0.1]
9it [01:15,  3.15s/it, bound:0 nc:  2 ncall:4.3e+02 eff:2.1% logz=-277.93+/-0.18 dlogz:349.474>0.1]
12it [01:15,  1.83s/it, bound:0 nc:  5 ncall:4.3e+02 eff:2.8% logz=-270.80+/-0.17 dlogz:336.418>0.1]
15it [01:15,  1.17s/it, bound:0 nc:  4 ncall:4.4e+02 eff:3.4% logz=-267.59+/-0.16 dlogz:332.843>0.1]
18it [01:15,  1.29it/s, bound:0 nc:  2 ncall:4.5e+02 eff:4.0% logz=-254.34+/-0.17 dlogz:320.831>0.1]
20it [01:16,  1.68it/s, bound:0 nc:  2 ncall:4.5e+02 eff:4.4% logz=-224.75+/-0.18 dlogz:302.464>0.1]
23it [01:16,  2.42it/s, bound:0 nc: 10 ncall:4.6e+02 eff:4.9% logz=-210.42+/-0.17 dlogz:276.436>0.1]
25it [01:16,  3.08it/s, bound:0 nc:  1 ncall:4.7e+02 eff:5.3% logz=-195.03+/-0.18 dlogz:261.630>0.1]
27it [01:16,  3.75it/s, bound:0 nc:  3 ncall:4.8e+02 eff:5.6% logz=-192.27+/-0.16 dlogz:257.690>0.1]
29it [01:16,  4.77it/s, bound:0 nc:  2 ncall:4.8e+02 eff:6.0% logz=-189.53+/-0.17 dlogz:255.225>0.1]
31it [01:16,  6.02it/s, bound:0 nc:  3 ncall:4.9e+02 eff:6.4% logz=-178.04+/-0.18 dlogz:251.076>0.1]
34it [01:16,  8.46it/s, bound:0 nc:  3 ncall:4.9e+02 eff:6.9% logz=-165.98+/-0.18 dlogz:233.223>0.1]
36it [01:17,  9.85it/s, bound:0 nc:  3 ncall:5.0e+02 eff:7.3% logz=-159.46+/-0.18 dlogz:228.208>0.1]
38it [01:17, 11.00it/s, bound:0 nc:  5 ncall:5.0e+02 eff:7.6% logz=-156.10+/-0.17 dlogz:222.111>0.1]
40it [01:17, 12.41it/s, bound:0 nc:  4 ncall:5.1e+02 eff:7.9% logz=-151.94+/-0.17 dlogz:217.573>0.1]
42it [01:17, 13.62it/s, bound:0 nc:  1 ncall:5.1e+02 eff:8.2% logz=-150.52+/-0.16 dlogz:215.267>0.1]
44it [01:17, 14.38it/s, bound:0 nc:  4 ncall:5.2e+02 eff:8.5% logz=-149.65+/-0.15 dlogz:214.219>0.1]
47it [01:17, 17.37it/s, bound:0 nc:  2 ncall:5.2e+02 eff:9.0% logz=-146.30+/-0.17 dlogz:211.750>0.1]
50it [01:17, 15.47it/s, bound:0 nc:  3 ncall:5.3e+02 eff:9.4% logz=-142.91+/-0.16 dlogz:208.122>0.1]
52it [01:18, 13.50it/s, bound:0 nc:  5 ncall:5.4e+02 eff:9.6% logz=-136.61+/-0.17 dlogz:202.873>0.1]
54it [01:18, 11.91it/s, bound:0 nc:  4 ncall:5.5e+02 eff:9.8% logz=-134.94+/-0.16 dlogz:199.721>0.1]
56it [01:18, 10.94it/s, bound:0 nc:  5 ncall:5.6e+02 eff:10.0% logz=-132.80+/-0.17 dlogz:198.536>0.1]
58it [01:18, 12.42it/s, bound:0 nc:  3 ncall:5.7e+02 eff:10.2% logz=-131.26+/-0.16 dlogz:195.952>0.1]
