
0it [00:00, ?it/s]
1it [00:29, 29.51s/it, bound:0 nc:  3 ncall:4.0e+02 eff:0.2% logz=-322.55+/-0.18 dlogz:inf>0.1]
8it [00:29,  2.70s/it, bound:0 nc:  3 ncall:4.2e+02 eff:1.9% logz=-103.53+/-0.16 dlogz:166.876>0.1]
15it [00:29,  1.18s/it, bound:0 nc:  1 ncall:4.4e+02 eff:3.4% logz=-66.68+/-0.17 dlogz:130.466>0.1]
22it [00:29,  1.50it/s, bound:0 nc:  3 ncall:4.6e+02 eff:4.8% logz=-44.61+/-0.17 dlogz:108.635>0.1]
28it [00:30,  2.24it/s, bound:0 nc:  7 ncall:5.1e+02 eff:5.5% logz=-36.92+/-0.16 dlogz:99.756>0.1] 
32it [00:30,  2.87it/s, bound:0 nc:  9 ncall:5.4e+02 eff:5.9% logz=-32.28+/-0.16 dlogz:95.129>0.1]
36it [00:30,  3.73it/s, bound:0 nc:  3 ncall:5.7e+02 eff:6.3% logz=-26.72+/-0.18 dlogz:91.066>0.1]
39it [00:30,  4.43it/s, bound:0 nc: 12 ncall:6.0e+02 eff:6.4% logz=-23.44+/-0.16 dlogz:86.060>0.1]
44it [00:30,  6.29it/s, bound:0 nc:  6 ncall:6.3e+02 eff:7.0% logz=-21.27+/-0.15 dlogz:83.869>0.1]
50it [00:31,  9.24it/s, bound:0 nc: 12 ncall:6.5e+02 eff:7.7% logz=-18.55+/-0.15 dlogz:81.161>0.1]
54it [00:31, 11.35it/s, bound:0 nc: 10 ncall:6.7e+02 eff:8.1% logz=-15.45+/-0.16 dlogz:78.365>0.1]
58it [00:31, 12.95it/s, bound:0 nc: 21 ncall:7.0e+02 eff:8.3% logz=-13.20+/-0.15 dlogz:75.688>0.1]
61it [00:31, 14.72it/s, bound:0 nc:  3 ncall:7.2e+02 eff:8.4% logz=-11.61+/-0.15 dlogz:74.062>0.1]
65it [00:31, 17.99it/s, bound:0 nc: 12 ncall:7.4e+02 eff:8.8% logz=-10.26+/-0.14 dlogz:72.550>0.1]
69it [00:31, 20.54it/s, bound:0 nc:  8 ncall:7.7e+02 eff:9.0% logz=-9.14+/-0.14 dlogz:71.378>0.1] 
74it [00:31, 21.68it/s, bound:0 nc: 33 ncall:8.1e+02 eff:9.1% logz=-7.97+/-0.14 dlogz:70.156>0.1]
77it [00:36,  2.72it/s, bound:1 nc:108 ncall:1.1e+03 eff:6.8% logz=-7.38+/-0.14 dlogz:69.544>0.1]
80it [00:41,  1.49it/s, bound:3 nc:132 ncall:1.5e+03 eff:5.2% logz=-6.50+/-0.14 dlogz:68.804>0.1]
84it [00:41,  2.15it/s, bound:5 nc:101 ncall:2.1e+03 eff:4.0% logz=-5.65+/-0.14 dlogz:67.772>0.1]
87it [00:45,  1.36it/s, bound:6 nc:117 ncall:2.4e+03 eff:3.6% logz=-5.05+/-0.14 dlogz:67.193>0.1]
89it [00:50,  1.06s/it, bound:7 nc:481 ncall:3.0e+03 eff:3.0% logz=-4.57+/-0.14 dlogz:66.721>0.1]
93it [00:53,  1.04it/s, bound:9 nc:126 ncall:3.5e+03 eff:2.7% logz=-4.00+/-0.13 dlogz:66.045>0.1]
97it [00:56,  1.14it/s, bound:10 nc:101 ncall:4.0e+03 eff:2.4% logz=-3.64+/-0.13 dlogz:65.641>0.1]
101it [00:56,  1.67it/s, bound:12 nc:101 ncall:4.4e+03 eff:2.3% logz=-3.38+/-0.12 dlogz:65.352>0.1]
103it [01:00,  1.19it/s, bound:12 nc:106 ncall:4.6e+03 eff:2.2% logz=-3.27+/-0.12 dlogz:65.233>0.1]
