
0it [00:00, ?it/s]
1it [00:54, 54.17s/it, bound:0 nc: 41 ncall:4.4e+02 eff:0.2% logz=-217.94+/-0.18 dlogz:inf>0.1]
3it [00:54, 14.09s/it, bound:0 nc:  7 ncall:4.7e+02 eff:0.6% logz=-215.60+/-0.16 dlogz:272.699>0.1]
5it [00:54,  6.88s/it, bound:0 nc: 20 ncall:5.0e+02 eff:1.0% logz=-149.85+/-0.18 dlogz:270.694>0.1]
7it [00:54,  4.00s/it, bound:0 nc: 19 ncall:5.3e+02 eff:1.3% logz=-127.07+/-0.18 dlogz:198.844>0.1]
11it [00:54,  1.84s/it, bound:0 nc: 43 ncall:5.8e+02 eff:1.9% logz=-107.85+/-0.17 dlogz:165.003>0.1]
13it [00:54,  1.34s/it, bound:0 nc:  5 ncall:6.0e+02 eff:2.2% logz=-105.37+/-0.17 dlogz:162.844>0.1]
15it [00:55,  1.03it/s, bound:0 nc: 22 ncall:6.3e+02 eff:2.4% logz=-98.39+/-0.18 dlogz:156.711>0.1] 
18it [00:55,  1.62it/s, bound:0 nc:  4 ncall:6.4e+02 eff:2.8% logz=-91.08+/-0.17 dlogz:148.130>0.1]
21it [00:55,  2.37it/s, bound:0 nc: 51 ncall:7.0e+02 eff:3.0% logz=-86.54+/-0.16 dlogz:143.364>0.1]
23it [00:55,  2.93it/s, bound:0 nc: 51 ncall:7.6e+02 eff:3.0% logz=-79.80+/-0.18 dlogz:138.432>0.1]
26it [00:55,  4.28it/s, bound:0 nc:  7 ncall:7.7e+02 eff:3.4% logz=-76.56+/-0.17 dlogz:133.859>0.1]
28it [00:55,  5.24it/s, bound:0 nc:  8 ncall:7.9e+02 eff:3.5% logz=-73.99+/-0.17 dlogz:131.302>0.1]
32it [00:59,  1.96it/s, bound:1 nc:101 ncall:9.1e+02 eff:3.5% logz=-70.76+/-0.15 dlogz:127.003>0.1]
37it [01:03,  1.50it/s, bound:2 nc:101 ncall:1.4e+03 eff:2.6% logz=-63.65+/-0.16 dlogz:120.501>0.1]
42it [01:08,  1.34it/s, bound:4 nc:101 ncall:1.9e+03 eff:2.2% logz=-59.66+/-0.15 dlogz:115.909>0.1]
47it [01:13,  1.21it/s, bound:6 nc:101 ncall:2.4e+03 eff:1.9% logz=-55.83+/-0.16 dlogz:112.579>0.1]
52it [01:17,  1.18it/s, bound:7 nc:101 ncall:2.9e+03 eff:1.8% logz=-52.95+/-0.15 dlogz:109.062>0.1]
57it [01:22,  1.17it/s, bound:9 nc:101 ncall:3.4e+03 eff:1.7% logz=-48.05+/-0.16 dlogz:104.437>0.1]
62it [01:26,  1.13it/s, bound:11 nc:101 ncall:3.9e+03 eff:1.6% logz=-45.86+/-0.15 dlogz:101.957>0.1]
67it [01:30,  1.17it/s, bound:12 nc:101 ncall:4.4e+03 eff:1.5% logz=-42.82+/-0.16 dlogz:99.606>0.1] 
72it [01:34,  1.21it/s, bound:14 nc:101 ncall:4.9e+03 eff:1.5% logz=-40.45+/-0.15 dlogz:96.644>0.1]
77it [01:38,  1.23it/s, bound:16 nc:101 ncall:5.5e+03 eff:1.4% logz=-38.65+/-0.14 dlogz:94.619>0.1]
82it [01:41,  1.30it/s, bound:17 nc:101 ncall:6.0e+03 eff:1.4% logz=-36.99+/-0.14 dlogz:93.047>0.1]
86it [01:45,  1.22it/s, bound:19 nc:101 ncall:6.5e+03 eff:1.3% logz=-35.36+/-0.15 dlogz:91.408>0.1]
91it [01:49,  1.24it/s, bound:21 nc:101 ncall:7.0e+03 eff:1.3% logz=-34.15+/-0.14 dlogz:90.065>0.1]
96it [01:53,  1.28it/s, bound:22 nc:101 ncall:7.5e+03 eff:1.3% logz=-32.96+/-0.14 dlogz:88.812>0.1]
101it [01:56,  1.30it/s, bound:24 nc:101 ncall:8.0e+03 eff:1.3% logz=-31.68+/-0.14 dlogz:87.585>0.1]
106it [02:01,  1.24it/s, bound:26 nc:101 ncall:8.5e+03 eff:1.2% logz=-30.66+/-0.14 dlogz:86.551>0.1]
111it [02:05,  1.21it/s, bound:27 nc:101 ncall:9.0e+03 eff:1.2% logz=-29.14+/-0.14 dlogz:84.967>0.1]
116it [02:09,  1.29it/s, bound:29 nc:101 ncall:9.5e+03 eff:1.2% logz=-27.89+/-0.14 dlogz:83.760>0.1]
121it [02:13,  1.26it/s, bound:31 nc:101 ncall:1.0e+04 eff:1.2% logz=-26.46+/-0.14 dlogz:82.352>0.1]
