
0it [00:00, ?it/s]
1it [00:24, 24.04s/it, bound:0 nc:  5 ncall:4.0e+02 eff:0.2% logz=-209.79+/-0.18 dlogz:inf>0.1]
3it [00:24,  6.30s/it, bound:0 nc: 17 ncall:4.4e+02 eff:0.7% logz=-184.56+/-0.18 dlogz:246.207>0.1]
5it [00:24,  3.10s/it, bound:0 nc:  3 ncall:5.0e+02 eff:1.0% logz=-144.63+/-0.18 dlogz:229.848>0.1]
7it [00:24,  1.82s/it, bound:0 nc: 29 ncall:5.4e+02 eff:1.3% logz=-138.74+/-0.18 dlogz:197.911>0.1]
9it [00:24,  1.16s/it, bound:0 nc:  5 ncall:5.5e+02 eff:1.6% logz=-122.54+/-0.17 dlogz:179.404>0.1]
11it [00:24,  1.28it/s, bound:0 nc: 10 ncall:5.7e+02 eff:1.9% logz=-110.39+/-0.18 dlogz:175.278>0.1]
13it [00:24,  1.81it/s, bound:0 nc: 43 ncall:6.2e+02 eff:2.1% logz=-99.32+/-0.18 dlogz:157.273>0.1] 
15it [00:25,  2.54it/s, bound:0 nc:  9 ncall:6.4e+02 eff:2.4% logz=-95.27+/-0.18 dlogz:153.256>0.1]
17it [00:25,  3.36it/s, bound:0 nc: 57 ncall:7.0e+02 eff:2.4% logz=-93.42+/-0.16 dlogz:149.538>0.1]
19it [00:25,  4.37it/s, bound:0 nc:  4 ncall:7.2e+02 eff:2.6% logz=-91.09+/-0.16 dlogz:147.412>0.1]
21it [00:25,  4.91it/s, bound:0 nc: 22 ncall:7.8e+02 eff:2.7% logz=-86.53+/-0.17 dlogz:143.510>0.1]
23it [00:25,  6.34it/s, bound:0 nc: 25 ncall:8.1e+02 eff:2.9% logz=-80.88+/-0.17 dlogz:137.343>0.1]
25it [00:28,  1.93it/s, bound:1 nc:101 ncall:9.1e+02 eff:2.7% logz=-77.59+/-0.17 dlogz:134.063>0.1]
30it [00:31,  1.91it/s, bound:2 nc:101 ncall:1.4e+03 eff:2.1% logz=-70.17+/-0.18 dlogz:130.307>0.1]
35it [00:34,  1.64it/s, bound:4 nc:101 ncall:1.9e+03 eff:1.8% logz=-60.49+/-0.17 dlogz:117.028>0.1]
40it [00:38,  1.49it/s, bound:6 nc:101 ncall:2.4e+03 eff:1.6% logz=-55.50+/-0.16 dlogz:111.597>0.1]
45it [00:42,  1.43it/s, bound:7 nc:101 ncall:2.9e+03 eff:1.5% logz=-53.10+/-0.15 dlogz:108.580>0.1]
50it [00:45,  1.46it/s, bound:9 nc:101 ncall:3.4e+03 eff:1.5% logz=-49.98+/-0.15 dlogz:105.778>0.1]
55it [00:48,  1.49it/s, bound:11 nc:101 ncall:3.9e+03 eff:1.4% logz=-47.87+/-0.15 dlogz:103.391>0.1]
60it [00:52,  1.45it/s, bound:12 nc:101 ncall:4.4e+03 eff:1.3% logz=-44.56+/-0.15 dlogz:100.461>0.1]
65it [00:56,  1.39it/s, bound:14 nc:101 ncall:5.0e+03 eff:1.3% logz=-40.18+/-0.15 dlogz:95.810>0.1] 
70it [00:59,  1.43it/s, bound:16 nc:101 ncall:5.5e+03 eff:1.3% logz=-38.25+/-0.15 dlogz:93.805>0.1]
75it [01:03,  1.36it/s, bound:17 nc:101 ncall:6.0e+03 eff:1.3% logz=-35.91+/-0.15 dlogz:91.653>0.1]
80it [01:08,  1.30it/s, bound:19 nc:101 ncall:6.5e+03 eff:1.2% logz=-33.57+/-0.15 dlogz:89.103>0.1]
85it [01:12,  1.28it/s, bound:21 nc:101 ncall:7.0e+03 eff:1.2% logz=-31.46+/-0.15 dlogz:87.045>0.1]
90it [01:16,  1.26it/s, bound:22 nc:101 ncall:7.5e+03 eff:1.2% logz=-30.01+/-0.14 dlogz:85.462>0.1]
